info @storybook/react v6.3.0
info 
info => Cleaning outputDir: /var/folders/yg/3x_3zqw12q5fhdzl1cr2ss55swgn8g/T/chromatic--97293-cBiGtmOpc17G
info => Copying static files: ./public => ./
info => Loading presets
info => Compiling preview..
info => Loading 1 config file in "/Users/r.rossington/Desktop/ro/taskbox/.storybook"
info => Loading 9 other files in "/Users/r.rossington/Desktop/ro/taskbox/.storybook"
info => Adding stories defined in "/Users/r.rossington/Desktop/ro/taskbox/.storybook/main.js"
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/core-client/dist/esm/globals/polyfills.js /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/core-client/dist/esm/globals/globals.js /Users/r.rossington/Desktop/ro/taskbox/.storybook/storybook-init-framework-entry.js /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/common/config.js-generated-other-entry.js /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/config.js-generated-other-entry.js /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/addon-links/dist/esm/preset/addDecorator.js-generated-other-entry.js /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addDecorator.js-generated-other-entry.js /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addArgs.js-generated-other-entry.js /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addDecorator.js-generated-other-entry.js /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addParameter.js-generated-other-entry.js /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/addon-measure/dist/esm/preset/preview.js-generated-other-entry.js /Users/r.rossington/Desktop/ro/taskbox/node_modules/storybook-addon-outline/dist/esm/preset/addDecorator.js-generated-other-entry.js /Users/r.rossington/Desktop/ro/taskbox/.storybook/preview.js-generated-config-entry.js /Users/r.rossington/Desktop/ro/taskbox/.storybook/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 69% building 1127/1137 modules 10 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/side-channel/index.js
<s> [webpack.Progress] 69% building 1128/1137 modules 9 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/side-channel/index.js
<s> [webpack.Progress] 69% building 1129/1137 modules 8 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/side-channel/index.js
<s> [webpack.Progress] 69% building 1129/1138 modules 9 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/hastscript/index.js
<s> [webpack.Progress] 69% building 1129/1139 modules 10 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/telejson/node_modules/lodash/get.js
<s> [webpack.Progress] 69% building 1130/1139 modules 9 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/telejson/node_modules/lodash/get.js
<s> [webpack.Progress] 69% building 1130/1140 modules 10 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/lodash/_arrayIncludes.js
<s> [webpack.Progress] 69% building 1130/1141 modules 11 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/lodash/_arrayIncludesWith.js
<s> [webpack.Progress] 69% building 1130/1142 modules 12 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/internals/own-keys.js
<s> [webpack.Progress] 69% building 1130/1143 modules 13 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/lodash/_createSet.js
<s> [webpack.Progress] 69% building 1130/1144 modules 14 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/eventListeners.js
<s> [webpack.Progress] 69% building 1130/1145 modules 15 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/popperOffsets.js
<s> [webpack.Progress] 69% building 1130/1146 modules 16 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/computeStyles.js
<s> [webpack.Progress] 69% building 1130/1147 modules 17 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/applyStyles.js
<s> [webpack.Progress] 69% building 1130/1148 modules 18 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/offset.js
<s> [webpack.Progress] 69% building 1130/1149 modules 19 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/flip.js
<s> [webpack.Progress] 68% building 1130/1150 modules 20 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/preventOverflow.js
<s> [webpack.Progress] 68% building 1130/1151 modules 21 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/arrow.js
<s> [webpack.Progress] 68% building 1130/1152 modules 22 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/hide.js
<s> [webpack.Progress] 68% building 1131/1152 modules 21 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/hide.js
<s> [webpack.Progress] 68% building 1132/1152 modules 20 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/hide.js
<s> [webpack.Progress] 69% building 1133/1152 modules 19 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/modifiers/hide.js
<s> [webpack.Progress] 68% building 1133/1153 modules 20 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/parse-entities/index.js
<s> [webpack.Progress] 69% building 1134/1153 modules 19 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/parse-entities/index.js
<s> [webpack.Progress] 69% building 1135/1153 modules 18 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/parse-entities/index.js
<s> [webpack.Progress] 69% building 1136/1153 modules 17 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/parse-entities/index.js
<s> [webpack.Progress] 69% building 1137/1153 modules 16 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/parse-entities/index.js
<s> [webpack.Progress] 69% building 1137/1154 modules 17 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getCompositeRect.js
<s> [webpack.Progress] 69% building 1137/1155 modules 18 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getLayoutRect.js
<s> [webpack.Progress] 69% building 1137/1156 modules 19 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/listScrollParents.js
<s> [webpack.Progress] 68% building 1137/1157 modules 20 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getOffsetParent.js
<s> [webpack.Progress] 68% building 1137/1158 modules 21 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getComputedStyle.js
<s> [webpack.Progress] 68% building 1137/1159 modules 22 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/instanceOf.js
<s> [webpack.Progress] 68% building 1137/1160 modules 23 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/orderModifiers.js
<s> [webpack.Progress] 68% building 1137/1161 modules 24 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/debounce.js
<s> [webpack.Progress] 68% building 1137/1162 modules 25 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/validateModifiers.js
<s> [webpack.Progress] 68% building 1137/1163 modules 26 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/uniqueBy.js
<s> [webpack.Progress] 68% building 1137/1164 modules 27 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/detectOverflow.js
<s> [webpack.Progress] 68% building 1137/1165 modules 28 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/getBasePlacement.js
<s> [webpack.Progress] 68% building 1137/1166 modules 29 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/mergeByName.js
<s> [webpack.Progress] 68% building 1137/1167 modules 30 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/react-redux/es/utils/warning.js
<s> [webpack.Progress] 68% building 1137/1168 modules 31 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/react-redux/es/utils/isPlainObject.js
<s> [webpack.Progress] 68% building 1137/1169 modules 32 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.object.get-own-property-names.js
<s> [webpack.Progress] 68% building 1137/1170 modules 33 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/doctrine/lib/doctrine.js
<s> [webpack.Progress] 68% building 1137/1171 modules 34 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/es-array-method-boxes-properly/index.js
<s> [webpack.Progress] 68% building 1137/1172 modules 35 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBind.js
<s> [webpack.Progress] 68% building 1138/1172 modules 34 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBind.js
<s> [webpack.Progress] 68% building 1139/1172 modules 33 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBind.js
<s> [webpack.Progress] 68% building 1140/1172 modules 32 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBind.js
<s> [webpack.Progress] 68% building 1141/1172 modules 31 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBind.js
<s> [webpack.Progress] 68% building 1142/1172 modules 30 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBind.js
<s> [webpack.Progress] 68% building 1143/1172 modules 29 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBind.js
<s> [webpack.Progress] 68% building 1143/1173 modules 30 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1144/1173 modules 29 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1145/1173 modules 28 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1146/1173 modules 27 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1147/1173 modules 26 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1148/1173 modules 25 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1149/1173 modules 24 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1150/1173 modules 23 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1151/1173 modules 22 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1152/1173 modules 21 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1153/1173 modules 20 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1153/1174 modules 21 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/args.js
<s> [webpack.Progress] 68% building 1153/1175 modules 22 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/ensureArgTypes.js
<s> [webpack.Progress] 68% building 1153/1176 modules 23 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/storySort.js
<s> [webpack.Progress] 68% building 1153/1177 modules 24 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/lodash/pick.js
<s> [webpack.Progress] 68% building 1153/1178 modules 25 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 68% building 1154/1178 modules 24 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 68% building 1155/1178 modules 23 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 68% building 1156/1178 modules 22 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 68% building 1157/1178 modules 21 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 68% building 1158/1178 modules 20 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 69% building 1159/1178 modules 19 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 69% building 1160/1178 modules 18 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 69% building 1161/1178 modules 17 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 69% building 1162/1178 modules 16 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 69% building 1163/1178 modules 15 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 69% building 1164/1178 modules 14 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 69% building 1165/1178 modules 13 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@storybook/client-api/dist/esm/inferArgTypes.js
<s> [webpack.Progress] 69% building 1165/1179 modules 14 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/telejson/node_modules/is-regex/index.js
<s> [webpack.Progress] 69% building 1166/1179 modules 13 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/telejson/node_modules/is-regex/index.js
<s> [webpack.Progress] 69% building 1166/1180 modules 14 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/telejson/node_modules/isobject/index.js
<s> [webpack.Progress] 69% building 1167/1180 modules 13 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/telejson/node_modules/isobject/index.js
<s> [webpack.Progress] 69% building 1168/1180 modules 12 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/telejson/node_modules/isobject/index.js
<s> [webpack.Progress] 69% building 1169/1180 modules 11 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/telejson/node_modules/isobject/index.js
<s> [webpack.Progress] 69% building 1169/1181 modules 12 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getNodeName.js
<s> [webpack.Progress] 69% building 1169/1182 modules 13 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getWindow.js
<s> [webpack.Progress] 69% building 1169/1183 modules 14 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getDocumentElement.js
<s> [webpack.Progress] 69% building 1169/1184 modules 15 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/getOppositePlacement.js
<s> [webpack.Progress] 69% building 1169/1185 modules 16 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/getOppositeVariationPlacement.js
<s> [webpack.Progress] 69% building 1169/1186 modules 17 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/computeAutoPlacement.js
<s> [webpack.Progress] 69% building 1169/1187 modules 18 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/getVariation.js
<s> [webpack.Progress] 69% building 1169/1188 modules 19 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/computeOffsets.js
<s> [webpack.Progress] 68% building 1169/1189 modules 20 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/contains.js
<s> [webpack.Progress] 68% building 1169/1190 modules 21 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 68% building 1169/1191 modules 22 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/within.js
<s> [webpack.Progress] 68% building 1169/1192 modules 23 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/mergePaddingObject.js
<s> [webpack.Progress] 68% building 1169/1193 modules 24 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/expandToHashMap.js
<s> [webpack.Progress] 68% building 1169/1194 modules 25 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/getAltAxis.js
<s> [webpack.Progress] 68% building 1169/1195 modules 26 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/getFreshSideObject.js
<s> [webpack.Progress] 68% building 1170/1195 modules 25 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/getFreshSideObject.js
<s> [webpack.Progress] 68% building 1171/1195 modules 24 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/getFreshSideObject.js
<s> [webpack.Progress] 68% building 1172/1195 modules 23 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/getFreshSideObject.js
<s> [webpack.Progress] 68% building 1173/1195 modules 22 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/getFreshSideObject.js
<s> [webpack.Progress] 68% building 1173/1196 modules 23 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/acorn-jsx/xhtml.js
<s> [webpack.Progress] 68% building 1173/1197 modules 24 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getBoundingClientRect.js
<s> [webpack.Progress] 68% building 1173/1198 modules 25 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getNodeScroll.js
<s> [webpack.Progress] 68% building 1173/1199 modules 26 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getWindowScrollBarX.js
<s> [webpack.Progress] 68% building 1173/1200 modules 27 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/isScrollParent.js
<s> [webpack.Progress] 68% building 1173/1201 modules 28 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getScrollParent.js
<s> [webpack.Progress] 68% building 1173/1202 modules 29 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/isTableElement.js
<s> [webpack.Progress] 68% building 1173/1203 modules 30 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getParentNode.js
<s> [webpack.Progress] 68% building 1173/1204 modules 31 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/format.js
<s> [webpack.Progress] 68% building 1173/1205 modules 32 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getClippingRect.js
<s> [webpack.Progress] 68% building 1173/1206 modules 33 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1174/1206 modules 32 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1175/1206 modules 31 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1176/1206 modules 30 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1177/1206 modules 29 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1178/1206 modules 28 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1179/1206 modules 27 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1180/1206 modules 26 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1181/1206 modules 25 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1182/1206 modules 24 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1183/1206 modules 23 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1184/1206 modules 22 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 68% building 1185/1206 modules 21 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 69% building 1186/1206 modules 20 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 69% building 1187/1206 modules 19 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 69% building 1188/1206 modules 18 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 69% building 1189/1206 modules 17 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 69% building 1190/1206 modules 16 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 69% building 1191/1206 modules 15 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 69% building 1192/1206 modules 14 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 69% building 1192/1207 modules 15 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/es-get-iterator/node_modules/call-bind/callBound.js
<s> [webpack.Progress] 69% building 1193/1207 modules 14 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/es-get-iterator/node_modules/call-bind/callBound.js
<s> [webpack.Progress] 69% building 1194/1207 modules 13 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/es-get-iterator/node_modules/call-bind/callBound.js
<s> [webpack.Progress] 69% building 1195/1207 modules 12 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/es-get-iterator/node_modules/call-bind/callBound.js
<s> [webpack.Progress] 69% building 1195/1208 modules 13 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1196/1208 modules 12 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1197/1208 modules 11 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1198/1208 modules 10 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1199/1208 modules 9 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1200/1208 modules 8 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1201/1208 modules 7 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1202/1208 modules 6 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1203/1208 modules 5 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1204/1208 modules 4 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1205/1208 modules 3 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1206/1208 modules 2 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/core-js/modules/es.array.find-index.js
<s> [webpack.Progress] 69% building 1206/1209 modules 3 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/hastscript/html.js
<s> [webpack.Progress] 69% building 1206/1210 modules 4 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/telejson/node_modules/lodash/_baseGet.js
<s> [webpack.Progress] 69% building 1206/1211 modules 5 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/lodash/_baseIndexOf.js
<s> [webpack.Progress] 69% building 1206/1212 modules 6 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/lodash/noop.js
<s> [webpack.Progress] 69% building 1206/1213 modules 7 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-map/index.js
<s> [webpack.Progress] 69% building 1207/1213 modules 6 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-map/index.js
<s> [webpack.Progress] 69% building 1207/1214 modules 7 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/is-set/index.js
<s> [webpack.Progress] 69% building 1207/1215 modules 8 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getWindowScroll.js
<s> [webpack.Progress] 69% building 1207/1216 modules 9 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getHTMLElementScroll.js
<s> [webpack.Progress] 69% building 1207/1217 modules 10 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getViewportRect.js
<s> [webpack.Progress] 69% building 1207/1218 modules 11 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getDocumentRect.js
<s> [webpack.Progress] 69% building 1208/1218 modules 10 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/@popperjs/core/lib/dom-utils/getDocumentRect.js
<s> [webpack.Progress] 69% building 1208/1219 modules 11 active /Users/r.rossington/Desktop/ro/taskbox/node_modules/parse-entities/decode-entity.browser.js
